book_id,video_id,frame_index,time_sec,instance_id,segment_id,score,x1,y1,x2,y2,shelf_center_x,shelf_x1,shelf_x2,match_cost,quality_score,crop_path,mask_path
000_book_0028,000,1,0.33,24,0,0.7177,809,209,844,577,821.6573,804.1573,839.1573,-0.5383,0.7615,crops/000001_024.jpg,masks/000001_024.png
000_book_0028,000,2,0.67,24,0,0.7331,817,234,853,603,821.5253,803.5253,839.5253,-0.5427,0.7718,crops/000002_024.jpg,masks/000002_024.png
000_book_0028,000,3,1.00,24,0,0.6884,811,252,849,610,820.5475,801.5475,839.5475,-0.4481,0.7386,crops/000003_024.jpg,masks/000003_024.png
000_book_0028,000,4,1.33,24,0,0.6863,809,271,844,610,820.9823,803.4823,838.4823,-0.4019,0.7894,crops/000004_024.jpg,masks/000004_024.png
000_book_0028,000,5,1.67,24,0,0.6741,809,267,843,610,820.6329,803.6329,837.6329,-0.4394,0.7806,crops/000005_024.jpg,masks/000005_024.png
000_book_0028,000,6,2.00,24,0,0.6985,821,249,859,610,820.8043,801.8043,839.8043,-0.4193,0.8031,crops/000006_024.jpg,masks/000006_024.png
000_book_0028,000,7,2.33,24,0,0.7243,840,215,881,603,823.9250,803.4250,844.4250,-0.2185,0.6600,crops/000007_024.jpg,masks/000007_024.png
000_book_0028,000,8,2.67,24,0,0.7222,847,234,894,610,823.7767,800.2767,847.2767,-0.2847,0.6904,crops/000008_024.jpg,masks/000008_024.png
000_book_0028,000,9,3.00,24,0,0.6800,850,259,896,610,823.5686,800.5686,846.5686,-0.3967,0.8123,crops/000009_024.jpg,masks/000009_024.png
000_book_0028,000,10,3.33,24,0,0.7008,816,233,862,610,821.5572,798.5572,844.5572,-0.4586,0.6651,crops/000010_024.jpg,masks/000010_024.png
000_book_0028,000,11,3.67,24,0,0.7471,754,243,799,610,818.4948,795.9948,840.9948,-0.3874,0.7077,crops/000011_024.jpg,masks/000011_024.png
000_book_0028,000,12,4.00,22,0,0.7575,664,241,704,607,819.7496,799.7496,839.7496,-0.4118,0.6419,crops/000012_022.jpg,masks/000012_022.png
000_book_0028,000,13,4.33,18,0,0.7993,574,220,607,591,819.1770,802.6770,835.6770,-0.3506,0.6461,crops/000013_018.jpg,masks/000013_018.png
000_book_0028,000,14,4.67,14,0,0.7975,482,189,509,568,815.0334,801.5334,828.5334,-0.1932,0.6292,crops/000014_014.jpg,masks/000014_014.png
000_book_0028,000,15,5.00,11,0,0.7977,410,182,435,563,812.4551,799.9551,824.9551,-0.1992,0.7062,crops/000015_011.jpg,masks/000015_011.png
000_book_0028,000,16,5.33,9,0,0.7994,312,168,349,556,807.2408,788.7408,825.7408,-0.1430,0.5920,crops/000016_009.jpg,masks/000016_009.png
000_book_0029,000,0,0.00,25,0,0.9168,824,155,877,573,850.5000,824.0000,877.0000,,0.9059,crops/000000_025.jpg,masks/000000_025.png
000_book_0029,000,1,0.33,25,0,0.9196,828,162,882,579,850.1573,823.1573,877.1573,-0.5562,0.8148,crops/000001_025.jpg,masks/000001_025.png
000_book_0029,000,2,0.67,25,0,0.9137,837,186,891,604,850.5253,823.5253,877.5253,-0.5675,0.8318,crops/000002_025.jpg,masks/000002_025.png
000_book_0029,000,3,1.00,25,0,0.9203,833,205,887,610,850.5475,823.5475,877.5475,-0.5202,0.8086,crops/000003_025.jpg,masks/000003_025.png
000_book_0029,000,4,1.33,25,0,0.9083,829,224,881,610,849.4823,823.4823,875.4823,-0.3962,0.8625,crops/000004_025.jpg,masks/000004_025.png
000_book_0029,000,5,1.67,25,0,0.9238,828,220,881,610,849.1329,822.6329,875.6329,-0.4648,0.8234,crops/000005_025.jpg,masks/000005_025.png
000_book_0029,000,6,2.00,25,0,0.9214,842,201,898,610,850.8043,822.8043,878.8043,-0.4365,0.8909,crops/000006_025.jpg,masks/000006_025.png
000_book_0029,000,7,2.33,25,0,0.9231,861,166,921,604,854.4250,824.4250,884.4250,-0.2145,0.7501,crops/000007_025.jpg,masks/000007_025.png
000_book_0029,000,8,2.67,25,0,0.9068,871,183,934,610,855.7767,824.2767,887.2767,-0.3640,0.7905,crops/000008_025.jpg,masks/000008_025.png
000_book_0029,000,9,3.00,25,0,0.9092,871,210,937,610,854.5686,821.5686,887.5686,-0.4149,0.9283,crops/000009_025.jpg,masks/000009_025.png
000_book_0029,000,10,3.33,25,0,0.9154,835,183,903,610,851.5572,817.5572,885.5572,-0.4072,0.7761,crops/000010_025.jpg,masks/000010_025.png
000_book_0029,000,11,3.67,25,0,0.9188,774,195,838,610,847.9948,815.9948,879.9948,-0.3859,0.8001,crops/000011_025.jpg,masks/000011_025.png
000_book_0029,000,12,4.00,23,0,0.9223,684,195,742,608,848.7496,819.7496,877.7496,-0.3843,0.7286,crops/000012_023.jpg,masks/000012_023.png
000_book_0029,000,13,4.33,19,0,0.9277,594,172,644,593,847.6770,822.6770,872.6770,-0.3684,0.7126,crops/000013_019.jpg,masks/000013_019.png
000_book_0029,000,14,4.67,15,0,0.9350,503,140,546,570,844.0334,822.5334,865.5334,-0.2601,0.6819,crops/000014_015.jpg,masks/000014_015.png
000_book_0029,000,15,5.00,12,0,0.9429,433,131,469,566,840.9551,822.9551,858.9551,-0.2185,0.7032,crops/000015_012.jpg,masks/000015_012.png
000_book_0029,000,16,5.33,10,0,0.9404,334,116,381,559,834.2408,810.7408,857.7408,-0.2176,0.6554,crops/000016_010.jpg,masks/000016_010.png
000_book_0029,000,17,5.67,5,0,0.9310,206,148,272,592,829.5493,796.5493,862.5493,0.0050,0.6956,crops/000017_005.jpg,masks/000017_005.png
000_book_0030,000,18,6.00,2,0,0.6152,128,380,159,610,856.5861,841.0861,872.0861,,0.0574,crops/000018_002.jpg,masks/000018_002.png
000_book_0031,000,0,0.00,26,0,0.9075,855,154,912,572,883.5000,855.0000,912.0000,,0.8856,crops/000000_026.jpg,masks/000000_026.png
000_book_0031,000,1,0.33,26,0,0.9008,859,161,915,578,882.1573,854.1573,910.1573,-0.5304,0.7673,crops/000001_026.jpg,masks/000001_026.png
000_book_0031,000,2,0.67,26,0,0.8988,869,185,926,603,884.0253,855.5253,912.5253,-0.5375,0.7856,crops/000002_026.jpg,masks/000002_026.png
000_book_0031,000,3,1.00,26,0,0.9003,865,204,921,610,883.5475,855.5475,911.5475,-0.5117,0.7515,crops/000003_026.jpg,masks/000003_026.png
000_book_0031,000,4,1.33,26,0,0.9086,861,224,916,610,882.9823,855.4823,910.4823,-0.4213,0.8014,crops/000004_026.jpg,masks/000004_026.png
000_book_0031,000,5,1.67,26,0,0.8969,860,219,916,610,882.6329,854.6329,910.6329,-0.4797,0.7747,crops/000005_026.jpg,masks/000005_026.png
000_book_0031,000,6,2.00,26,0,0.8959,875,200,933,610,884.8043,855.8043,913.8043,-0.4347,0.8335,crops/000006_026.jpg,masks/000006_026.png
000_book_0031,000,7,2.33,26,0,0.9019,894,165,957,603,888.9250,857.4250,920.4250,-0.1996,0.7282,crops/000007_026.jpg,masks/000007_026.png
000_book_0031,000,8,2.67,26,0,0.9039,905,184,969,610,890.2767,858.2767,922.2767,-0.3508,0.7466,crops/000008_026.jpg,masks/000008_026.png
000_book_0031,000,9,3.00,26,0,0.8887,905,210,972,610,889.0686,855.5686,922.5686,-0.4349,0.8523,crops/000009_026.jpg,masks/000009_026.png
000_book_0031,000,10,3.33,26,0,0.8976,869,184,938,610,886.0572,851.5572,920.5572,-0.4215,0.7280,crops/000010_026.jpg,masks/000010_026.png
000_book_0031,000,11,3.67,26,0,0.8973,806,195,873,610,881.4948,847.9948,914.9948,-0.3727,0.7499,crops/000011_026.jpg,masks/000011_026.png
000_book_0031,000,12,4.00,24,0,0.9077,715,195,778,608,882.2496,850.7496,913.7496,-0.4151,0.7094,crops/000012_024.jpg,masks/000012_024.png
000_book_0031,000,13,4.33,20,0,0.9247,625,173,681,593,881.6770,853.6770,909.6770,-0.4336,0.6919,crops/000013_020.jpg,masks/000013_020.png
000_book_0031,000,14,4.67,16,0,0.9284,535,141,585,570,879.5334,854.5334,904.5334,-0.3302,0.6688,crops/000014_016.jpg,masks/000014_016.png
000_book_0031,000,15,5.00,13,0,0.9301,467,133,509,565,877.9551,856.9551,898.9551,-0.2729,0.7148,crops/000015_013.jpg,masks/000015_013.png
000_book_0031,000,16,5.33,11,0,0.9288,373,117,418,557,872.2408,849.7408,894.7408,-0.2722,0.6267,crops/000016_011.jpg,masks/000016_011.png
000_book_0031,000,17,5.67,6,0,0.9327,246,148,309,591,868.0493,836.5493,899.5493,-0.1715,0.6684,crops/000017_006.jpg,masks/000017_006.png
000_book_0031,000,18,6.00,1,0,0.8477,128,184,200,610,877.0861,841.0861,913.0861,-0.1726,0.2371,crops/000018_001.jpg,masks/000018_001.png
000_book_0032,000,0,0.00,27,0,0.7962,887,201,932,561,909.5000,887.0000,932.0000,,0.7737,crops/000000_027.jpg,masks/000000_027.png
000_book_0032,000,1,0.33,27,0,0.7908,890,208,936,566,908.1573,885.1573,931.1573,-0.5124,0.6721,crops/000001_027.jpg,masks/000001_027.png
000_book_0032,000,2,0.67,27,0,0.7734,900,232,945,592,909.0253,886.5253,931.5253,-0.5493,0.6814,crops/000002_027.jpg,masks/000002_027.png
000_book_0032,000,3,1.00,27,0,0.8120,894,251,941,610,908.0475,884.5475,931.5475,-0.5090,0.6694,crops/000003_027.jpg,masks/000003_027.png
000_book_0032,000,4,1.33,27,0,0.8031,891,270,936,610,907.9823,885.4823,930.4823,-0.4460,0.6993,crops/000004_027.jpg,masks/000004_027.png
000_book_0032,000,5,1.67,27,0,0.7922,890,266,936,610,907.6329,884.6329,930.6329,-0.4643,0.6865,crops/000005_027.jpg,masks/000005_027.png
000_book_0032,000,6,2.00,27,0,0.7795,906,248,953,610,910.3043,886.8043,933.8043,-0.3946,0.7394,crops/000006_027.jpg,masks/000006_027.png
000_book_0032,000,7,2.33,27,0,0.7973,927,215,978,593,915.9250,890.4250,941.4250,-0.1548,0.6394,crops/000007_027.jpg,masks/000007_027.png
000_book_0032,000,8,2.67,27,0,0.7513,938,234,991,610,917.7767,891.2767,944.2767,-0.2556,0.6363,crops/000008_027.jpg,masks/000008_027.png
000_book_0032,000,9,3.00,27,0,0.7736,937,258,991,610,914.5686,887.5686,941.5686,-0.4033,0.7545,crops/000009_027.jpg,masks/000009_027.png
000_book_0032,000,10,3.33,27,0,0.8138,901,233,959,603,912.5572,883.5572,941.5572,-0.4095,0.6485,crops/000010_027.jpg,masks/000010_027.png
000_book_0032,000,11,3.67,27,0,0.8421,836,243,894,604,906.9948,877.9948,935.9948,-0.3164,0.6692,crops/000011_027.jpg,masks/000011_027.png
000_book_0032,000,12,4.00,25,0,0.8520,747,241,801,597,909.7496,882.7496,936.7496,-0.4407,0.6300,crops/000012_025.jpg,masks/000012_025.png
000_book_0032,000,13,4.33,21,0,0.8595,657,221,708,581,911.1770,885.6770,936.6770,-0.4798,0.6142,crops/000013_021.jpg,masks/000013_021.png
000_book_0032,000,14,4.67,17,0,0.8685,568,191,615,558,911.0334,887.5334,934.5334,-0.4145,0.5959,crops/000014_017.jpg,masks/000014_017.png
000_book_0032,000,15,5.00,14,0,0.8576,502,183,543,553,912.4551,891.9551,932.9551,-0.3537,0.6219,crops/000015_014.jpg,masks/000015_014.png
000_book_0032,000,16,5.33,12,0,0.8763,417,168,452,545,911.2408,893.7408,928.7408,-0.2899,0.5443,crops/000016_012.jpg,masks/000016_012.png
000_book_0032,000,17,5.67,7,0,0.9046,296,199,339,577,908.0493,886.5493,929.5493,-0.3627,0.5594,crops/000017_007.jpg,masks/000017_007.png
000_book_0032,000,18,6.00,3,0,0.8787,168,234,230,610,912.0861,881.0861,943.0861,-0.1311,0.5932,crops/000018_003.jpg,masks/000018_003.png
000_book_0033,000,0,0.00,28,0,0.7842,907,224,971,563,939.0000,907.0000,971.0000,,0.8561,crops/000000_028.jpg,masks/000000_028.png
000_book_0033,000,1,0.33,28,0,0.8191,911,229,974,569,937.6573,906.1573,969.1573,-0.5311,0.7404,crops/000001_028.jpg,masks/000001_028.png
000_book_0033,000,2,0.67,28,0,0.7958,921,254,984,594,939.0253,907.5253,970.5253,-0.5456,0.7500,crops/000002_028.jpg,masks/000002_028.png
000_book_0033,000,3,1.00,28,0,0.8138,916,272,980,610,938.5475,906.5475,970.5475,-0.5547,0.7183,crops/000003_028.jpg,masks/000003_028.png
000_book_0033,000,4,1.33,28,0,0.7620,913,291,974,610,937.9823,907.4823,968.4823,-0.4227,0.7644,crops/000004_028.jpg,masks/000004_028.png
000_book_0033,000,5,1.67,28,0,0.8053,913,288,974,610,938.1329,907.6329,968.6329,-0.4588,0.7360,crops/000005_028.jpg,masks/000005_028.png
000_book_0033,000,6,2.00,28,0,0.8288,927,270,992,610,940.3043,907.8043,972.8043,-0.4119,0.8318,crops/000006_028.jpg,masks/000006_028.png
000_book_0033,000,7,2.33,28,0,0.8002,949,238,1017,595,946.4250,912.4250,980.4250,-0.1723,0.6903,crops/000007_028.jpg,masks/000007_028.png
000_book_0033,000,8,2.67,28,0,0.7990,959,258,1030,610,947.7767,912.2767,983.2767,-0.3001,0.6993,crops/000008_028.jpg,masks/000008_028.png
000_book_0033,000,9,3.00,28,0,0.8190,959,281,1032,610,946.0686,909.5686,982.5686,-0.4131,0.8479,crops/000009_028.jpg,masks/000009_028.png
000_book_0033,000,10,3.33,28,0,0.8323,924,255,998,606,943.5572,906.5572,980.5572,-0.4400,0.7136,crops/000010_028.jpg,masks/000010_028.png
000_book_0033,000,11,3.67,28,0,0.8422,861,265,932,606,938.4948,902.9948,973.9948,-0.3567,0.7253,crops/000011_028.jpg,masks/000011_028.png
000_book_0033,000,12,4.00,26,0,0.8492,772,264,837,600,940.2496,907.7496,972.7496,-0.4090,0.6605,crops/000012_026.jpg,masks/000012_026.png
000_book_0033,000,13,4.33,22,0,0.8629,683,245,744,585,942.1770,911.6770,972.6770,-0.4623,0.6779,crops/000013_022.jpg,masks/000013_022.png
000_book_0033,000,14,4.67,18,0,0.8382,596,215,652,561,943.5334,915.5334,971.5334,-0.3956,0.6547,crops/000014_018.jpg,masks/000014_018.png
000_book_0033,000,15,5.00,15,0,0.8297,530,209,580,555,944.9551,919.9551,969.9551,-0.3637,0.6707,crops/000015_015.jpg,masks/000015_015.png
000_book_0033,000,16,5.33,13,0,0.8592,446,194,488,547,943.7408,922.7408,964.7408,-0.3098,0.5749,crops/000016_013.jpg,masks/000016_013.png
000_book_0033,000,17,5.67,8,0,0.8417,330,225,376,580,943.5493,920.5493,966.5493,-0.4397,0.5675,crops/000017_008.jpg,masks/000017_008.png
000_book_0033,000,18,6.00,4,0,0.8549,203,260,267,610,948.0861,916.0861,980.0861,-0.2320,0.6481,crops/000018_004.jpg,masks/000018_004.png
000_book_0033,000,19,6.33,1,0,0.7977,128,258,193,606,958.1215,925.6215,990.6215,-0.0051,0.2382,crops/000019_001.jpg,masks/000019_001.png
000_book_0034,000,0,0.00,29,0,0.9010,944,179,1004,562,974.0000,944.0000,1004.0000,,0.9067,crops/000000_029.jpg,masks/000000_029.png
000_book_0034,000,1,0.33,29,0,0.9072,948,185,1008,567,973.1573,943.1573,1003.1573,-0.5588,0.8409,crops/000001_029.jpg,masks/000001_029.png
000_book_0034,000,2,0.67,29,0,0.9035,958,210,1018,593,974.5253,944.5253,1004.5253,-0.5500,0.8516,crops/000002_029.jpg,masks/000002_029.png
000_book_0034,000,3,1.00,29,0,0.9166,954,228,1013,610,974.0475,944.5475,1003.5475,-0.5631,0.8015,crops/000003_029.jpg,masks/000003_029.png
000_book_0034,000,4,1.33,29,0,0.9117,951,247,1007,610,973.4823,945.4823,1001.4823,-0.4454,0.8942,crops/000004_029.jpg,masks/000004_029.png
000_book_0034,000,5,1.67,29,0,0.9092,951,243,1008,610,974.1329,945.6329,1002.6329,-0.4852,0.8419,crops/000005_029.jpg,masks/000005_029.png
000_book_0034,000,6,2.00,29,0,0.9124,966,226,1025,610,976.3043,946.8043,1005.8043,-0.4324,0.9077,crops/000006_029.jpg,masks/000006_029.png
000_book_0034,000,7,2.33,29,0,0.9086,988,192,1052,594,983.4250,951.4250,1015.4250,-0.1651,0.7762,crops/000007_029.jpg,masks/000007_029.png
000_book_0034,000,8,2.67,29,0,0.8909,999,211,1068,610,986.7767,952.2767,1021.2767,-0.2187,0.7693,crops/000008_029.jpg,masks/000008_029.png
000_book_0034,000,9,3.00,29,0,0.9077,999,235,1068,610,984.0686,949.5686,1018.5686,-0.4175,0.9249,crops/000009_029.jpg,masks/000009_029.png
000_book_0034,000,10,3.33,29,0,0.9008,963,210,1034,606,981.0572,945.5572,1016.5572,-0.4393,0.7826,crops/000010_029.jpg,masks/000010_029.png
000_book_0034,000,11,3.67,29,0,0.9148,898,222,967,606,974.4948,939.9948,1008.9948,-0.3278,0.8074,crops/000011_029.jpg,masks/000011_029.png
000_book_0034,000,12,4.00,27,0,0.9237,807,221,872,600,975.2496,942.7496,1007.7496,-0.3774,0.7401,crops/000012_027.jpg,masks/000012_027.png
000_book_0034,000,13,4.33,23,0,0.9205,718,202,778,584,976.6770,946.6770,1006.6770,-0.4806,0.7684,crops/000013_023.jpg,masks/000013_023.png
000_book_0034,000,14,4.67,19,0,0.9319,632,170,687,561,979.0334,951.5334,1006.5334,-0.3818,0.7695,crops/000014_019.jpg,masks/000014_019.png
000_book_0034,000,15,5.00,16,0,0.9250,566,163,615,555,980.4551,955.9551,1004.9551,-0.3540,0.8467,crops/000015_016.jpg,masks/000015_016.png
000_book_0034,000,16,5.33,14,0,0.9405,484,148,522,547,979.7408,960.7408,998.7408,-0.2738,0.7589,crops/000016_014.jpg,masks/000016_014.png
000_book_0034,000,17,5.67,9,0,0.9431,371,177,409,579,980.5493,961.5493,999.5493,-0.3500,0.7163,crops/000017_009.jpg,masks/000017_009.png
000_book_0034,000,18,6.00,5,0,0.9318,241,211,300,610,983.5861,954.0861,1013.0861,-0.2060,0.7187,crops/000018_005.jpg,masks/000018_005.png
000_book_0034,000,19,6.33,2,0,0.9020,153,209,226,605,987.1215,950.6215,1023.6215,-0.0226,0.7557,crops/000019_002.jpg,masks/000019_002.png
000_book_0035,000,0,0.00,30,0,0.8474,972,213,1029,555,1000.5000,972.0000,1029.0000,,0.8733,crops/000000_030.jpg,masks/000000_030.png
000_book_0035,000,1,0.33,30,0,0.8777,975,220,1033,561,999.1573,970.1573,1028.1573,-0.5316,0.8230,crops/000001_030.jpg,masks/000001_030.png
000_book_0035,000,2,0.67,30,0,0.8375,985,244,1043,586,1000.5253,971.5253,1029.5253,-0.5484,0.8157,crops/000002_030.jpg,masks/000002_030.png
000_book_0035,000,3,1.00,30,0,0.8590,981,263,1039,606,1000.5475,971.5475,1029.5475,-0.5484,0.7622,crops/000003_030.jpg,masks/000003_030.png
000_book_0035,000,4,1.33,30,0,0.8361,977,283,1032,610,998.9823,971.4823,1026.4823,-0.4517,0.8498,crops/000004_030.jpg,masks/000004_030.png
000_book_0035,000,5,1.67,30,0,0.8433,978,279,1033,610,1000.1329,972.6329,1027.6329,-0.4861,0.7934,crops/000005_030.jpg,masks/000005_030.png
000_book_0035,000,6,2.00,30,0,0.8503,993,262,1051,610,1002.8043,973.8043,1031.8043,-0.3954,0.8780,crops/000006_030.jpg,masks/000006_030.png
000_book_0035,000,7,2.33,30,0,0.8640,1017,230,1079,589,1011.4250,980.4250,1042.4250,-0.1253,0.7537,crops/000007_030.jpg,masks/000007_030.png
000_book_0035,000,8,2.67,30,0,0.8206,1028,250,1093,610,1013.7767,981.2767,1046.2767,-0.2050,0.7289,crops/000008_030.jpg,masks/000008_030.png
000_book_0035,000,9,3.00,30,0,0.8516,1027,273,1093,610,1010.5686,977.5686,1043.5686,-0.4179,0.8901,crops/000009_030.jpg,masks/000009_030.png
000_book_0035,000,10,3.33,30,0,0.8384,991,248,1060,600,1008.0572,973.5572,1042.5572,-0.4297,0.7574,crops/000010_030.jpg,masks/000010_030.png
000_book_0035,000,11,3.67,30,0,0.8543,926,258,994,600,1001.9948,967.9948,1035.9948,-0.3282,0.7972,crops/000011_030.jpg,masks/000011_030.png
000_book_0035,000,12,4.00,28,0,0.8711,835,257,900,594,1003.2496,970.7496,1035.7496,-0.4131,0.7195,crops/000012_028.jpg,masks/000012_028.png
000_book_0035,000,13,4.33,24,0,0.8846,746,238,809,578,1006.1770,974.6770,1037.6770,-0.4820,0.7596,crops/000013_024.jpg,masks/000013_024.png
000_book_0035,000,14,4.67,20,0,0.8908,660,208,719,554,1009.0334,979.5334,1038.5334,-0.3812,0.7479,crops/000014_020.jpg,masks/000014_020.png
000_book_0035,000,15,5.00,17,0,0.9001,594,200,648,548,1010.9551,983.9551,1037.9551,-0.3780,0.8366,crops/000015_017.jpg,masks/000015_017.png
000_book_0035,000,16,5.33,15,0,0.9254,513,186,561,539,1013.7408,989.7408,1037.7408,-0.3322,0.6777,crops/000016_015.jpg,masks/000016_015.png
000_book_0035,000,17,5.67,10,0,0.9189,406,215,446,570,1016.5493,996.5493,1036.5493,-0.2506,0.6424,crops/000017_010.jpg,masks/000017_010.png
000_book_0035,000,18,6.00,6,0,0.9146,280,248,336,598,1021.0861,993.0861,1049.0861,-0.2602,0.6521,crops/000018_006.jpg,masks/000018_006.png
000_book_0035,000,19,6.33,3,0,0.9168,194,244,263,594,1026.1215,991.6215,1060.6215,-0.0885,0.7120,crops/000019_003.jpg,masks/000019_003.png
000_book_0035,000,20,6.67,1,0,0.8436,128,248,190,597,1039.6689,1008.6689,1070.6689,0.0071,0.3028,crops/000020_001.jpg,masks/000020_001.png
000_book_0036,000,20,6.67,2,0,0.5765,128,427,151,608,1020.1689,1008.6689,1031.6689,,0.2914,crops/000020_002.jpg,masks/000020_002.png
000_book_0037,000,0,0.00,31,0,0.7876,997,225,1057,551,1027.0000,997.0000,1057.0000,,0.7411,crops/000000_031.jpg,masks/000000_031.png
000_book_0037,000,1,0.33,31,0,0.8195,1000,231,1060,556,1025.1573,995.1573,1055.1573,-0.5178,0.6781,crops/000001_031.jpg,masks/000001_031.png
000_book_0037,000,2,0.67,31,0,0.7932,1011,256,1070,583,1027.0253,997.5253,1056.5253,-0.5210,0.6699,crops/000002_031.jpg,masks/000002_031.png
000_book_0037,000,3,1.00,31,0,0.8212,1007,275,1066,602,1027.0475,997.5475,1056.5475,-0.5331,0.6532,crops/000003_031.jpg,masks/000003_031.png
000_book_0037,000,4,1.33,31,0,0.8053,1004,295,1060,610,1026.4823,998.4823,1054.4823,-0.4589,0.6716,crops/000004_031.jpg,masks/000004_031.png
000_book_0037,000,5,1.67,31,0,0.8338,1003,291,1061,610,1026.6329,997.6329,1055.6329,-0.5147,0.6618,crops/000005_031.jpg,masks/000005_031.png
000_book_0037,000,6,2.00,31,0,0.8243,1019,274,1079,607,1029.8043,999.8043,1059.8043,-0.3968,0.7154,crops/000006_031.jpg,masks/000006_031.png
000_book_0037,000,7,2.33,31,0,0.8141,1043,243,1108,586,1038.9250,1006.4250,1071.4250,-0.1105,0.6497,crops/000007_031.jpg,masks/000007_031.png
000_book_0037,000,8,2.67,31,0,0.7883,1053,263,1122,609,1040.7767,1006.2767,1075.2767,-0.1783,0.6241,crops/000008_031.jpg,masks/000008_031.png
000_book_0037,000,9,3.00,31,0,0.7922,1052,285,1122,610,1037.5686,1002.5686,1072.5686,-0.4040,0.7493,crops/000009_031.jpg,masks/000009_031.png
000_book_0037,000,10,3.33,31,0,0.8141,1016,260,1088,597,1034.5572,998.5572,1070.5572,-0.4087,0.6703,crops/000010_031.jpg,masks/000010_031.png
000_book_0037,000,11,3.67,31,0,0.8487,952,269,1021,597,1028.4948,993.9948,1062.9948,-0.3159,0.6796,crops/000011_031.jpg,masks/000011_031.png
000_book_0037,000,12,4.00,29,0,0.8411,862,268,928,591,1030.7496,997.7496,1063.7496,-0.4196,0.6187,crops/000012_029.jpg,masks/000012_029.png
000_book_0037,000,13,4.33,25,0,0.8491,775,249,837,575,1034.6770,1003.6770,1065.6770,-0.4306,0.6292,crops/000013_025.jpg,masks/000013_025.png
000_book_0037,000,14,4.67,21,0,0.8524,691,220,749,550,1039.5334,1010.5334,1068.5334,-0.2843,0.6415,crops/000014_021.jpg,masks/000014_021.png
000_book_0037,000,15,5.00,18,0,0.8820,627,213,679,544,1042.9551,1016.9551,1068.9551,-0.2703,0.7255,crops/000015_018.jpg,masks/000015_018.png
000_book_0037,000,16,5.33,16,0,0.9023,547,199,592,535,1046.2408,1023.7408,1068.7408,-0.2582,0.6039,crops/000016_016.jpg,masks/000016_016.png
000_book_0037,000,17,5.67,11,0,0.9177,444,227,479,565,1052.0493,1034.5493,1069.5493,-0.1121,0.5907,crops/000017_011.jpg,masks/000017_011.png
000_book_0037,000,18,6.00,7,0,0.9027,322,258,366,593,1057.0861,1035.0861,1079.0861,-0.1631,0.5695,crops/000018_007.jpg,masks/000018_007.png
000_book_0037,000,19,6.33,4,0,0.9004,237,255,294,588,1063.1215,1034.6215,1091.6215,-0.0206,0.5958,crops/000019_004.jpg,masks/000019_004.png
000_book_0037,000,20,6.67,3,0,0.8860,152,258,221,590,1067.1689,1032.6689,1101.6689,-0.0541,0.6554,crops/000020_003.jpg,masks/000020_003.png
000_book_0038,000,0,0.00,32,0,0.8753,1024,227,1089,553,1056.5000,1024.0000,1089.0000,,0.6940,crops/000000_032.jpg,masks/000000_032.png
000_book_0038,000,1,0.33,32,0,0.8790,1026,233,1092,558,1054.1573,1021.1573,1087.1573,-0.5038,0.6444,crops/000001_032.jpg,masks/000001_032.png
000_book_0038,000,2,0.67,32,0,0.8802,1038,258,1102,584,1056.5253,1024.5253,1088.5253,-0.5196,0.6445,crops/000002_032.jpg,masks/000002_032.png
000_book_0038,000,3,1.00,32,0,0.8807,1033,276,1097,604,1055.5475,1023.5475,1087.5475,-0.5214,0.6333,crops/000003_032.jpg,masks/000003_032.png
000_book_0038,000,4,1.33,32,0,0.8744,1030,297,1091,610,1054.9823,1024.4823,1085.4823,-0.4546,0.6311,crops/000004_032.jpg,masks/000004_032.png
000_book_0038,000,5,1.67,32,0,0.8723,1030,293,1092,610,1055.6329,1024.6329,1086.6329,-0.5078,0.6276,crops/000005_032.jpg,masks/000005_032.png
000_book_0038,000,6,2.00,32,0,0.8734,1046,276,1111,610,1059.3043,1026.8043,1091.8043,-0.3654,0.6605,crops/000006_032.jpg,masks/000006_032.png
000_book_0038,000,7,2.33,32,0,0.8686,1071,244,1140,587,1068.9250,1034.4250,1103.4250,-0.0912,0.6248,crops/000007_032.jpg,masks/000007_032.png
000_book_0038,000,8,2.67,32,0,0.8604,1082,265,1156,610,1072.2767,1035.2767,1109.2767,-0.1595,0.6157,crops/000008_032.jpg,masks/000008_032.png
000_book_0038,000,9,3.00,32,0,0.8705,1081,287,1156,610,1069.0686,1031.5686,1106.5686,-0.4011,0.6769,crops/000009_032.jpg,masks/000009_032.png
000_book_0038,000,10,3.33,32,0,0.8633,1045,262,1122,599,1066.0572,1027.5572,1104.5572,-0.4218,0.6347,crops/000010_032.jpg,masks/000010_032.png
000_book_0038,000,11,3.67,32,0,0.8857,980,272,1054,600,1058.9948,1021.9948,1095.9948,-0.3012,0.6365,crops/000011_032.jpg,masks/000011_032.png
000_book_0038,000,12,4.00,30,0,0.8814,890,271,960,593,1060.7496,1025.7496,1095.7496,-0.3852,0.5970,crops/000012_030.jpg,masks/000012_030.png
000_book_0038,000,13,4.33,26,0,0.8725,803,252,868,577,1064.1770,1031.6770,1096.6770,-0.4428,0.6070,crops/000013_026.jpg,masks/000013_026.png
000_book_0038,000,14,4.67,22,0,0.8808,719,223,780,553,1069.0334,1038.5334,1099.5334,-0.3000,0.6230,crops/000014_022.jpg,masks/000014_022.png
